"author","datetime_","datetime_left","nest","bird_incubate","gps_left","wp_left","dist_left_nest","behav_left","activity","n_eggs","n_chicks","state","eggs_collected","captures_id","bird1_cb","dist_bird1_app","bird2_cb","dist_bird2_app","RFID","RFID_ID","MSR","MSR_ID","TT","TT_ID","treatment","recorder","recorder_ID","balance","balance_ID","ARS","ARS_ID","fake_egg","fake_egg_ID","cage","remarks","visits_pk"
"fh","2013-06-22 12:06:00","2013-06-22 12:14:00","s624","y","8","132","3","ro","l","4","0","w","0",\N,\N,\N,\N,\N,"download","33",\N,\N,\N,\N,\N,"newBatt31",\N,\N,\N,\N,\N,\N,\N,\N,\N,"505"
"fh","2013-06-22 12:21:00","2013-06-22 12:29:00","s510","y","8","133","15","fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","41",\N,\N,\N,\N,\N,"newBatt31","1",\N,\N,\N,\N,\N,\N,\N,"battery-v: 13.4V, also DD camera SD-card","506"
"fh,lv","2013-06-22 13:32:00","2013-06-22 14:04:00","s510","y",\N,\N,"20","fo","ca","4","0","w","0","130",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"caught radio-tagged bird for captivity","507"
"fh","2013-06-22 15:25:00","2013-06-22 15:30:00","s516","y",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"newBat36","8",\N,\N,\N,\N,\N,\N,\N,"battery-v: 13.4, also dd camera SD","508"
"fh","2013-06-22 16:04:00","2013-06-22 16:08:00","s809","y",\N,\N,"1","fo","f","2","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"509"
"fh,mb","2013-06-22 16:11:00","2013-06-22 16:12:00","l701","n",\N,\N,\N,\N,"c","0","0","p","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"510"
"mb,fh","2013-06-22 16:27:00","2013-06-22 16:32:00","s603","y","8","137",\N,"fo","c","3","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"in nest",\N,\N,"wanted to catch bird, partner was around","511"
"fh,mb","2013-06-22 15:00:00","2013-06-22 15:23:00","s516","y","5","165","16","wo,fo","ca","4","0","w","0","139",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"512"
"lv,ms","2013-06-22 17:01:00","2013-06-22 17:12:00","s630","n",\N,\N,\N,\N,"e,c","3","0","w","0",\N,"x-r,dg,r/?",\N,\N,\N,"download","44",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"513"
" lv","2013-06-22 18:04:00","2013-06-22 18:07:00","s522","y",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,"download","74",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"514"
"lv,ms","2013-06-22 17:19:00","2013-06-22 17:24:00","s506","y","7","119",\N,"fo","l,c","4","0","w","0",\N,"x/m-db,o","5",\N,\N,"download","57",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"upload of the RFID changed manually to 0 because the file contained no rows - liesbeth has prematurally deleted it from the SD card","515"
"lv,ms","2013-06-22 17:25:00","2013-06-22 18:06:00","s627","n",\N,\N,\N,\N,"c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"put trap on and off, no bird showed up","516"
"lv,ms","2013-06-23 01:06:00","2013-06-23 01:31:00","s404","y","7","120",\N,"fo","ca","4","0","w","0","127","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"517"
"ms","2013-06-23 01:37:00","2013-06-23 01:37:00","s805","y",\N,\N,\N,"fo","c",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"walked by to close, bird flew off, no control or check of nest","518"
"fh,mb","2013-06-22 16:42:00","2013-06-22 16:46:00","s523","y",\N,\N,\N,"fo","f,e","3","0","w","0",\N,"x-gf,gr/m-o,db,r",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"found too late, 3 eggs already 89degrees and 3mm floating","519"
"fh,mb","2013-06-22 17:03:00","2013-06-22 17:06:00","b503","y",\N,\N,"15","fo","f","3","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do measure eggs and float when complete","520"
"fh,mb","2013-06-22 17:10:00","2013-06-22 17:36:00","e501","y",\N,\N,\N,\N,"ca","4","0","w","0","141",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"521"
"mb","2013-06-23 11:02:00","2013-06-23 11:45:00","s624","y",\N,\N,"3","fo,ro","ca,l","4","0","w","0","151",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"newBat36","3",\N,\N,\N,\N,\N,\N,\N,\N,"522"
"mb","2013-06-23 11:02:00","2013-06-23 11:45:00","s624","y",\N,\N,"3","fo,ro","ca,l","4","0","w","0","151",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"download","3",\N,\N,\N,\N,\N,\N,\N,\N,"523"
"mb","2013-06-23 10:37:00","2013-06-23 10:38:00","s610","n",\N,\N,\N,\N,"c","2","0","w",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"524"
"mb","2013-06-23 10:31:00","2013-06-23 10:36:00","s628","y",\N,\N,"1","ro","l","4","0","w","0",\N,\N,\N,\N,\N,"download","76",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"525"
"mb","2013-06-22 20:55:00","2013-06-22 21:02:00","e501","n",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,"on","63","on","309030",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"526"
"fh","2013-06-22 20:58:00","2013-06-22 21:02:00","s616","y","8","138","3","fo","l","3","0","2w,1f","0",\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"in nest","24",\N,"logger ID 13, new batteries for heated egg 2x12ah 13.01V, maybe 1 egg removed by bird","527"
"mb","2013-06-23 09:56:00","2013-06-23 09:56:00","b503","n",\N,\N,\N,\N,"c","3","0","c",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"528"
"mb","2013-06-23 10:04:00","2013-06-23 10:27:00","s608","y",\N,\N,"7","fo,ro","ca,hc","4","0","3m,1b","0","143",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"529"
"fh","2013-06-22 21:06:00","2013-06-22 21:08:00","d802","y",\N,\N,"17","fo","l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","615633",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"530"
"fh,mb","2013-06-22 22:32:00","2013-06-22 23:40:00","b502","y",\N,\N,\N,\N,"ca","4","0","w","0","142",\N,\N,\N,\N,"on","61",\N,\N,"on","614689",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"531"
"fh,mb","2013-06-23 09:48:00","2013-06-23 09:49:00","s506","y",\N,\N,"20","fo","c",\N,\N,\N,\N,\N,"x-gf,gr/m-db,o",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"wanted to check if both birds are banded","532"
"fh","2013-06-23 10:01:00","2013-06-23 10:02:00","s626","y","8","139",\N,"fo","c","4","0","w","0",\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"passed by and scared off bird","533"
"fh","2013-06-23 10:06:00","2013-06-23 10:09:00","s625","y","8","140","3","ro","l","4","0","w","0",\N,\N,\N,\N,\N,"download","64",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"534"
"fh","2013-06-23 10:15:00","2013-06-23 10:18:00","s406","n",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,"download","56",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"535"
"fh","2013-06-23 10:36:00","2013-06-23 10:40:00","s712","y","8","142",\N,"fo","l","4","0","w","0",\N,"rc",\N,\N,\N,"download","37",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"536"
"fh","2013-06-23 10:42:00","2013-06-23 10:44:00","s514","y","8","143",\N,"fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","54",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"537"
"fh","2013-06-23 10:48:00","2013-06-23 10:52:00","s502","y","8","144",\N,"wo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","58",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"bird walked through cage","538"
"fh","2013-06-23 10:59:00","2013-06-23 11:03:00","s707","n",\N,\N,\N,\N,"l","3","0","2w,1f","0",\N,\N,\N,\N,\N,"download","73",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"in nest","18",\N,\N,"539"
"fh","2013-06-23 11:09:00","2013-06-23 11:13:00","s515","y","8","145","3","ro","l","4","0","w","0",\N,"rc",\N,\N,\N,"download","50",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"540"
"fh","2013-06-23 11:15:00","2013-06-23 11:22:00","s702","n",\N,\N,\N,\N,"l","4","0","w","0",\N,"x-?,?/x-o,r,db?","10",\N,\N,"download","51",\N,\N,\N,\N,\N,"off","4",\N,\N,\N,\N,\N,\N,\N,\N,"541"
"fh","2013-06-23 11:15:00","2013-06-23 11:22:00","s702","n",\N,\N,\N,\N,"l","4","0","w","0",\N,"x-?,?/x-o,r,db?","10",\N,\N,"download","51",\N,\N,\N,\N,\N,"download","4",\N,\N,\N,\N,\N,\N,\N,\N,"542"
"fh","2013-06-23 11:33:00","2013-06-23 11:37:00","s410","n",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,"download","36",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"543"
"fh","2013-06-23 11:42:00","2013-06-23 11:50:00","s805","y","8","146","5","fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","55",\N,\N,\N,\N,\N,"newBatt31","4",\N,\N,\N,\N,\N,\N,\N,"battery-v: 13.1v","544"
"fh","2013-06-23 11:57:00","2013-06-23 12:01:00","s704","y","8","147","6","fo","l","3","0","w","0",\N,"radio","5",\N,\N,"download","7",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"545"
"ms,lv","2013-06-23 12:42:00","2013-06-23 13:03:00","e802","y",\N,\N,\N,\N,"ca","4","0","w","0","128","noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do check sexes!","546"
"ms.lv","2013-06-23 15:52:00","2013-06-23 15:53:00","s809","y","7","122",\N,"fo","c","3","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"547"
"ms.lv","2013-06-23 15:58:00","2013-06-23 16:05:00","w502","n",\N,\N,\N,\N,"l,c","3","0","c","0",\N,\N,\N,\N,\N,"download","2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"no bird around, eggs turned","548"
"ms,lv","2013-06-23 16:09:00","2013-06-23 16:11:00","d402","y","7","123",\N,"fo","hc","4","0","1b, 3w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1 egg had one little crack in the top","549"
"ms.lv","2013-06-23 16:18:00","2013-06-23 16:22:00","s512","n",\N,\N,\N,\N,"l","4","0","w","0",\N,"x-db,y,r/m-gf,gr",\N,\N,\N,"download","34",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"550"
"ms.lv","2013-06-23 16:35:00","2013-06-23 16:42:00","w701","y","7","124",\N,"wo,fo","f,e","2","0","w","0",\N,"noba","6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"551"
"lv,ms","2013-06-23 16:49:00","2013-06-23 16:56:00","d502","n",\N,\N,\N,\N,"l,c","1","0","1d,3p","1",\N,\N,\N,\N,\N,"off","46","off","306871",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1 whole egg, 1 egg shell rest in the nest","553"
"lv,ms","2013-06-23 17:01:00","2013-06-23 17:05:00","s515","n",\N,\N,\N,\N,"c","4","0","w","0",\N,"x-lb,gf,gr/m-r,db,o",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"554"
"lv,ms","2013-06-23 17:12:00","2013-06-23 17:17:00","d801","y","7","125",\N,"fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","23",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"555"
"lv,ms","2013-06-23 17:34:00","2013-06-23 17:34:00","s714","y","7","126",\N,"ro","e","3","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"556"
"lv,ms","2013-06-23 18:01:00","2013-06-23 18:34:00","s628","n",\N,\N,\N,\N,"ca","4","0","w","0","129",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"557"
"lv,ms","2013-06-24 00:08:00","2013-06-24 00:10:00","s625","y","7","127",\N,"fo","c","4","0","w","0",\N,"w,r,g",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"forgotten to dip transponder","558"
"lv,ms","2013-06-24 00:15:00","2013-06-24 00:17:00","b715","y",\N,\N,\N,"ro","f","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"559"
"fh","2013-06-23 16:03:00","2013-06-23 16:08:00","s510","n",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"download","1",\N,\N,\N,\N,\N,\N,\N,\N,"560"
"fh","2013-06-23 16:03:00","2013-06-23 16:08:00","s510","n",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","1",\N,\N,\N,\N,\N,\N,\N,\N,"561"
"fh","2013-06-23 16:29:00","2013-06-23 16:39:00","s406","y",\N,\N,"1","ro","l","4","0","w","0",\N,"noba","4",\N,\N,\N,\N,\N,\N,\N,\N,\N,"newBatt31","1",\N,\N,\N,\N,\N,\N,\N,"12.9V","562"
"fh","2013-06-23 16:56:00","2013-06-23 17:02:00","s402","y",\N,\N,"3","fo, ro","l","4","0","w","0",\N,"rc","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,"download","2",\N,\N,\N,\N,\N,\N,\N,\N,"563"
"fh","2013-06-23 16:56:00","2013-06-23 17:02:00","s402","y",\N,\N,"3","fo, ro","l","4","0","w","0",\N,"rc","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","2",\N,\N,\N,\N,\N,\N,\N,\N,"564"
"mb","2013-06-23 09:30:00","2013-06-23 09:32:00","b502","y",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"film crew visited the nest without mb","565"
"mb","2013-06-23 16:30:00","2013-06-23 17:30:00","b502","y",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"filming by the film crew without mb","566"
"lv,ms","2013-06-24 14:04:00","2013-06-24 14:27:00","s515","y","7","129",\N,"fo","ca","4","0","w","0","146",\N,"10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"567"
"ms","2013-06-24 15:17:00","2013-06-24 15:20:00","s629","y","7","130",\N,"fo","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"568"
"ms","2013-06-24 15:27:00","2013-06-24 15:31:00","s629","y","7","131",\N,"fo","l","4","0","w","0",\N,\N,"10",\N,\N,"download","24",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"569"
"ms","2013-06-24 15:37:00","2013-06-24 15:38:00","s609","y","7","132",\N,"fo","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"570"
"ms","2013-06-24 15:40:00","2013-06-24 15:46:00","s520","y","7","133",\N,"fo","l","4","0","w","0",\N,"rc","5",\N,\N,"download","48",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"571"
"ms","2013-06-24 15:48:00","2013-06-24 15:32:00","s522",\N,\N,\N,\N,\N,"l,a","1","0","?d, 3?p ","0",\N,\N,\N,\N,\N,"download","74",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"not time for hatching yet","572"
"mb","2013-06-23 17:07:00","2013-06-23 17:10:00","s506","y",\N,\N,"13","fo,ro","c","4","0","w","0",\N,"x-gf,gr/x-db,o",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"573"
"mb","2013-06-23 17:36:00","2013-06-23 17:39:00","s517","y","5","172",\N,"fo,a","hc","4","0","2b,2w","0",\N,"x-gf,gr/x-db,y,y","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"574"
"fh","2013-06-23 17:12:00","2013-06-23 17:21:00","s410","y",\N,\N,"2","ro","l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"newBatt31","2",\N,\N,\N,\N,\N,\N,\N,"13.01 V","575"
"mb","2013-06-23 17:48:00","2013-06-23 17:55:00","a601","y","5","173",\N,"wo,fo","l,c","4","0","w","0",\N,"x-lb,gf,gr/x-y,y,y",\N,\N,\N,"download","71",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"576"
"mb","2013-06-24 05:35:00","2013-06-24 05:35:00","w701","y",\N,\N,"3","ro","c","2","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"577"
"mb","2013-06-24 05:44:00","2013-06-24 05:50:00","s712",\N,\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,"download","37",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"578"
"fh,mb","2013-06-23 17:58:00","2013-06-23 18:30:00","w501","y",\N,\N,\N,\N,"ca,e,l","4","0","w","0","155",\N,\N,\N,\N,"on","9",\N,\N,"on","614680",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"tt set to start at 23/6 13:00","579"
"mb","2013-06-24 07:27:00","2013-06-24 07:36:11","w503","y",\N,\N,"15","fo","f,e","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"580"
"mb","2013-06-24 07:47:00","2013-06-24 08:00:00","d507","y",\N,\N,"10","fo","f,e,l","4","0","w","0",\N,"x-lb,gf,gr/m-dg,w,w",\N,\N,\N,"on","39",\N,\N,"on","615640",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"581"
"mb","2013-06-24 08:25:00","2013-06-24 08:36:00","w504","y",\N,\N,\N,\N,"f,e","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"582"
"fh","2013-06-23 18:36:00","2013-06-23 18:59:00","d802","y",\N,\N,\N,\N,"ca","4","0","w","0","156",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"583"
"mb","2013-06-24 11:16:00","2013-06-24 11:17:00","w501","y",\N,\N,"7","fo","c","4","0","w","0",\N,"x-lb,gf,gr/m-o,o,o",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"584"
"fh","2013-06-23 19:06:00","2013-06-23 19:07:00","d607","y",\N,\N,"3","ro","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"585"
"fh,mb","2013-06-23 19:20:00","2013-06-23 19:56:00","a602","y","5","174","10","wo, a","ca,e,l","4","0","w","0","157",\N,\N,\N,\N,"on","43",\N,\N,"on","614684",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"586"
"fh","2013-06-23 19:41:00","2013-06-23 19:41:10","l801","y",\N,\N,"0","ro","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"587"
"fh","2013-06-23 20:10:00","2013-06-23 20:15:00","s810","y",\N,\N,"10","fo","f,e","4","0","w","0",\N,"x-gf,gr/y,r,w","12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"588"
"mb,fh","2013-06-24 04:32:00","2013-06-24 04:55:00","s704","y",\N,\N,"2","ro","ca","3","0","w","0","152",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"were supposed to catch partner for captivity, was not around, caught noba instead","589"
"fh,mb","2013-06-24 04:58:00","2013-06-24 05:18:00","s512","y","8","176","5","wo","ca","3","0","w","0","153",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"590"
"fh","2013-06-24 06:54:00","2013-06-24 06:58:00","s808","y","8","150","2","fo","l","4","0","w","0",\N,"noba","6",\N,\N,"download","70",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"591"
"fh","2013-06-24 07:03:00","2013-06-24 07:07:00","s406","y","8","151","5","fo","l","4","0","w","0",\N,"noba",\N,\N,\N,"download","56",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"hit cage several times when flying out","592"
"fh","2013-06-24 07:08:00","2013-06-24 07:12:00","s625","n",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,"download","64",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"593"
"fh","2013-06-24 07:21:00","2013-06-24 07:25:00","s805","y","8","152","6","fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","55",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do: 32gb SD in RFID","594"
"fh","2013-06-24 07:31:00","2013-06-24 07:35:00","s410","y",\N,\N,"1","ro","l","4","0","w","0",\N,"noba",\N,\N,\N,"download","36",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"595"
"mb,fh","2013-06-24 08:07:00","2013-06-24 08:11:00","a501","y","8","153","30","fo","l","4","0","w","0",\N,"x-lb,gf,gr/m-o,w,o","1",\N,\N,\N,\N,"off","309036","on","614693",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"male was incubating, exchanged msr for tt to have msr for wesa or sesa","596"
"fh","2013-06-24 08:27:00","2013-06-24 08:35:00","s811","y",\N,\N,\N,"fo","f","1","0","w","0",\N,"x-gf,gr/o,o,db",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"597"
"fh,mb","2013-06-24 08:46:00","2013-06-24 08:48:00","a602","y","5","183",\N,"fo","c",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"scared incubating male off nest","598"
"fh,mb","2013-06-24 09:00:00","2013-06-24 09:40:00","w801","y",\N,\N,\N,"fo","ca,f,e,l","4","0","w","0","154",\N,\N,\N,\N,"on","62",\N,\N,"on","615626",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"599"
"fh,mb","2013-06-24 10:22:00","2013-06-24 10:37:00","s524","y",\N,\N,\N,"fo","f,e,l","4","0","w","0",\N,\N,\N,"x-lb,gf,gr/m-dg,o,r",\N,"on","46","on","306871",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do: bring small coil, big coil is on","600"
"mb,fh","2013-06-24 10:51:00","2013-06-24 10:56:00","s514","y",\N,\N,\N,"fo","l,c","4","0","w","0",\N,"x-gf,gr/m-db,r,y",\N,\N,\N,"download","54",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"were supposed to catch partner for captivity","601"
"mb","2013-06-24 11:28:00","2013-06-24 11:37:00","s519","y",\N,\N,"1","ro","l","4","0","w","0",\N,\N,\N,\N,\N,"download","66",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"602"
"mb","2013-06-24 11:39:00","2013-06-24 11:44:00","s806","y",\N,\N,\N,\N,"l","3","0","w","0",\N,"x-lb,gf,gr/m-w,w,dg",\N,\N,\N,"download","31",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"603"
"fh","2013-06-24 11:08:00","2013-06-24 11:12:00","s812","y",\N,\N,"3","fo","f,e","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"","604"
"mb","2013-06-24 11:50:00","2013-06-24 11:56:00","a503","y",\N,\N,\N,\N,"f,e","4","0","w","0",\N,"noba","1","noba","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"female is bird 1 (was incubating), male bird 2","605"
"fh","2013-06-24 11:31:00","2013-06-24 11:38:00","s509","y",\N,\N,"3","fo","l","4","0","w","0",\N,"no antenna",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"download","5",\N,\N,\N,\N,\N,\N,\N,\N,"606"
